line;original_title;translated_title;original_text;translated_text;rating;reviewed_location_name;category;user;user_id_anonym;average_rating_tripadvisor;total_reviews_tripadvisor;city;country;month_of_visit;year_of_visit;title_sentiment;review_sentiment
5051;¡El saqueo de los gobiernos de Salta al museo de la casa Leguizamón!;The looting of the museum of the Leguizamón house by the governments of Salta!;Conocí la Casa de Leguizamón hace más de 50 años, cuando realmente era un museo que constaba con una muy colonial escalera de acceso que conducía a la planta al...;I knew the Leguizamón House more than 50 years ago, when it was really a museum with a very colonial access staircase that led to the ground floor...;3.0;;attraction;27bernardoc;id_414;3.9;18.0;Salta;Argentina;7.0;2024.0;3;3
5072;VOLVER AL PASADO;BACK TO THE PAST;Realmente es vivir algo que no vivimos. Bien ambientado y te lleva a repensar lo leído y lo pasado en nuestra historia.;It is really living something we did not live. Well set and leads you to rethink what you read and what happened in our history.;4.0;;attraction;carlosfI5985GT;id_415;4.2;1432.0;Salta;Argentina;8.0;2016.0;3;3
5073;GRANDE CUCHI;BIG CUCHI;Para los admiramos al Cuchi Leguizamón es una visita obligada igual que ver su monumento en pleno centro. Vayannnnn.;For those who admire Cuchi Leguizamón it is a must visit as well as to see his monument in the middle of downtown. Vayannnnnnn.;4.0;Museo Casa de Leguizamon;attraction;carlosfI5985GT;id_415;3.9;18.0;Salta;Argentina;8.0;2016.0;3;4
5074;ALTOOOOOO;ALTOOOOOO;El Abra de Acay es imperdible. Saber que estás a casi 5000 metros sobre el nivel del mar es una sensación única, y si de allí seguís a San Antonio de los cobres...;The Abra de Acay is not to be missed. Knowing that you are almost 5000 meters above sea level is a unique sensation, and if from there you continue to San Antonio de los cobres...;5.0;Nevado de Acay;attraction;carlosfI5985GT;id_415;4.4;8.0;Salta;Argentina;8.0;2016.0;3;3
5075;NO VAYAN. CASI TODO MALO.;DON'T GO. ALMOST ALL BAD.;Estuvimos con mi Sra y una amiga a fines de agosto de 2016. Solo una noche y salimos corriendo. Desde la recepción, por parte de la Sra. que dijo ser la dueña, ...;We stayed with my wife and a friend at the end of August 2016. Only one night and we ran out. From the reception, by the lady who said she was the owner, ...;1.0;Hostal Los Reyes;hotel;carlosfI5985GT;id_415;1.8;24.0;Salta;Argentina;8.0;2016.0;3;3
5076;Excelente organización y guía;Excellent organization and guidance;Lo expuesto es realmente excelente, completo, bien explicado y si lo visitas en horarios con guía, ni que hablar.;The exhibits are really excellent, complete, well explained and if you visit it during guided hours, not to mention.;4.0;MAAM Museo de Arqueologia de Alta Montana de Salta;attraction;carlosfI5985GT;id_415;4.6;6923.0;Salta;Argentina;8.0;2016.0;4;4
5077;Imerdible;Immerdible;"Si, imperdible tanto de día como de noche; dos espectáculos diferentes. Subimos en auto de noche y teleférico de día. Hagan ambos paseos. No se arrepentirán.";"Yes, not to be missed both during the day and at night; two different shows. We went up by car at night and by cable car during the day. Take both rides. You will not regret it.";5.0;Cerro San Bernardo;attraction;carlosfI5985GT;id_415;4.3;3513.0;Salta;Argentina;8.0;2016.0;3;2
5078;Lo inmenso no tiene límites.;The immense has no limits.;Hemos recorrido la cuesta varias veces y en distintos horarios cada vez que lo hacemos vemos algo nuevo y diferente, como la salida y la puesta del sol. Sin pa...;We have walked the slope several times and at different times each time we do it we see something new and different, like the sunrise and sunset. Without pa...;5.0;Cuesta del Obispo;attraction;carlosfI5985GT;id_415;4.7;2612.0;Salta;Argentina;8.0;2016.0;2;4
5079;Gran lugar para probar okonomiyaki;Gran lugar para probar okonomiyaki;La calidad de la comida muy buena asi como la atencion aunque no es algo exclusivo del lugar sino de todo Japon. Los precios no son lo mas baratos pero estan ac...;The quality of the food is very good as well as the service, although this is not exclusive to this place but to all of Japan. The prices are not the cheapest but they are very good.;5.0;;restaurant;marianod85693;id_416;3.8;6.0;Kioto;Japón;3.0;2016.0;3;4
5080;Buen lugar;Good place;Es un templo agradable, de los tantos que se encuentran en Kyoto. Agradable para conocer aunque no es un must see;It is a nice temple, one of the many found in Kyoto. Nice to visit although it is not a must see.;4.0;Kennin ji Temple;attraction;marianod85693;id_416;4.5;1029.0;Kioto;Japón;3.0;2016.0;4;4
5081;Normal;Normal;Cumple con lo mismo de todos los mc donalds, precio y calidad estandar. Buena atencion como en toda salta.;It complies with the same as all the mc donalds, standard price and quality. Good service as in all of Salta.;4.0;McDonald s;restaurant;marianod85693;id_416;3.0;31.0;Salta;Argentina;11.0;2015.0;3;3
5082;buena opcion;good option;Buen lugar, se puede pedir menú armado para turistas o a la carta. Los precios acordes para salta. Buena atencion;Good place, you can order a menu prepared for tourists or a la carte. The prices are reasonable for Salta. Good service;4.0;La Cautiva;restaurant;marianod85693;id_416;3.0;23.0;Salta;Argentina;11.0;2015.0;4;4
5083;Lugar normal;Normal place;La comida no se destaca aunque es aceptable. Los precios se ubican en un rango intermedio y la atencion es aceptable. A veces la musica del lugar puede ser mole...;The food does not stand out although it is acceptable. The prices are in an intermediate range and the service is acceptable. Sometimes the music in the place can be annoying....;3.0;Nora julia;restaurant;marianod85693;id_416;3.4;37.0;Salta;Argentina;11.0;2015.0;3;2
5084;Recomendable;Recomendable;Es un buen lugar, un museo chico pero interesante. Preguntar cual de los niños se expone. De todas maneras, es recomendable, para intentar entender un poco la c...;It is a good place, a small but interesting museum. Ask which of the children are exhibited. Anyway, it is advisable, to try to understand a little bit of the c...;5.0;MAAM Museo de Arqueologia de Alta Montana de Salta;attraction;marianod85693;id_416;4.6;6923.0;Salta;Argentina;11.0;2015.0;3;3
5085;buen lugar;good place;Buena opcion para la ciudad de Salta, buenas vistas. Averiguar si van en noviembre ya que me dijeron que iba a estar fuera de servicio por cambio de cables;Good option for the city of Salta, good views. Find out if they go in November as I was told it was going to be out of service due to change of cables.;4.0;Cerro San Bernardo;attraction;marianod85693;id_416;4.3;3513.0;Salta;Argentina;11.0;2015.0;4;4
5086;Aceptable;Aceptable;es un lindo museo en el centro de salta. Es un lugar para visitar en familia, rapido y con un nivel aceptable de conservacion;It is a nice museum in the center of Salta. It is a place to visit with the family, fast and with an acceptable level of conservation.;3.0;Museo Casa de Leguizamon;attraction;marianod85693;id_416;3.9;18.0;Salta;Argentina;11.0;2015.0;3;4
5087;buen hotel;nice hotel;Lindo hotel, bien ubicado, con una excelente atención. El desayuno bueno y variado. La terraza con la piscina es para aprovechar. Lo negativo que le puedo encon...;Nice hotel, well located, with excellent service. The breakfast is good and varied. The terrace with the pool is to be enjoyed. The only negative thing I can find...;4.0;Design Suites Salta;hotel;marianod85693;id_416;4.1;937.0;Salta;Argentina;11.0;2015.0;4;4
5088;Buen apart;Good apartment;Muy buen hotel, habitciones amplias, con cocina y excelente ubicacion. La atencion del personal fue muy buena. El desayuno es aceptable aunque no tiene salon de...;Very good hotel, spacious rooms, with kitchen and excellent location. The attention of the staff was very good. The breakfast is acceptable although it does not have a...;4.0;Ankara Suites;hotel;marianod85693;id_416;4.5;679.0;Salta;Argentina;11.0;2015.0;3;3
5089;Hotel viejo. Mal descanso;Old hotel. Bad rest;El hotel esta viejo, con falta de manteniemiento. La habitacion amplia al igual que el baño pero el mobiliario requiere una actualizacion, se agrega que la gent...;The hotel is old, with lack of maintenance. The room is spacious as well as the bathroom but the furnishings need updating, plus the people are not very nice....;2.0;Hotel Solans Republica;hotel;marianod85693;id_416;3.5;256.0;Rosario;Argentina;8.0;2015.0;3;2
5090;buen lugar;good place;Comida aceptable a un buen precio en un lugar centrico de rosario. El servicio es aceptable. Volveria;Acceptable food at a good price in a central location in Rosario. The service is acceptable. I would return;4.0;Vogel Bar;restaurant;marianod85693;id_416;3.4;16.0;Rosario;Argentina;8.0;2015.0;4;3
5091;Buena opcion;Good option;la comida y la atención es buena con precios acordes para comida rápida. Los precios razonables para la comida ofrecida;The food and service is good with prices in line with fast food. The prices are reasonable for the food offered.;4.0;Beto s;restaurant;marianod85693;id_416;3.7;61.0;Rosario;Argentina;3.0;2015.0;3;4
5092;Volveria;Volveria;Buena opcion para comer minutas con un precio razonable. La calidad de la comida y la atencion es buena.;Good choice for a reasonably priced meal. The quality of the food and the service is good.;4.0;El Bar;restaurant;marianod85693;id_416;3.3;8.0;Rosario;Argentina;8.0;2015.0;3;4
5093;excelente relacion precio/calidad;excellent price/quality ratio;Buena comida, a un precio realmente accesible con una posicion muy cerca de la peatonal. Se recomienda para comida rapida;Good food, at a really affordable price with a position very close to the pedestrian street. Recommended for fast food;4.0;Gordon;restaurant;marianod85693;id_416;3.7;27.0;Rosario;Argentina;8.0;2015.0;4;4
5094;Rico;Rico;Las tortas de lo mejor. La parte restante deja que desear aunque no es un desastre no esta al nivel de las tortas;The cakes are the best. The rest leaves something to be desired, although it is not a disaster, it is not at the level of the cakes.;4.0;Maru Botana Retiro;restaurant;marianod85693;id_416;4.1;216.0;Buenos Aires;Argentina;5.0;2015.0;3;3
5095;Buena opcion;Good option;La comida es buena, con mayor nivel que las hamburguesas de otras cadenas. Se recomienda. El precio normal.;The food is good, with a higher standard than burgers from other chains. Recommended. The price is normal.;4.0;Dean Dennys;restaurant;marianod85693;id_416;3.4;450.0;Buenos Aires;Argentina;7.0;2015.0;3;3
5096;Bueno;Good;Las tortas cumplen con las expectativas. El resto no esta a la altura. Mucha gente, lugar chico. Solo se paga en efectivo;The cakes meet expectations. The rest is not up to par. Lots of people, small place. Cash only;4.0;Maru Botana;restaurant;marianod85693;id_416;3.7;203.0;Buenos Aires;Argentina;7.0;2015.0;4;3
5097;Buena variedad;Good variety;Un lugar como platos clasicos y buena variedad. Precios razonables. La atencion normal. Lo recomiendo.;A place like classic dishes and good variety. Reasonable prices. Normal attention. I recommend it.;4.0;Agata;restaurant;marianod85693;id_416;3.2;21.0;Buenos Aires;Argentina;7.0;2015.0;4;4
5098;Recomendable;Recomendable;Confitería tradicional de belgrano. Las cosas ricas. Tienen una parte para llevar o para tomar ahi. Hay mejores pero es recomendable;Traditional confectionery of belgrano. Delicious things. They have a part to take away or to drink there. There are better but it is recommended.;4.0;Panaderia La Capital;restaurant;marianod85693;id_416;3.7;38.0;Buenos Aires;Argentina;6.0;2015.0;3;3
5099;Excelente lugar;Excellent location;Lugar muy cálido y su comida deliciosa. Pedimos mejillones y cholfas, robalo y centolla entera y todo súper rico. Totalmente recomendable;Very warm place and delicious food. We ordered mussels and cholfas, sea bass and whole crab and everything was super tasty. Totally recommended.;5.0;;restaurant;Letitrima;id_417;4.6;495.0;Ushuaia;Argentina;2.0;2024.0;4;4
5100;Recomendable;Recomendable;Muy lindo mirador panorámico. Esta de camino a las Salinas grandes y desde mi opinión es una parada obligatoria. No importa la época del año hay mucho viento ...;Very nice panoramic viewpoint. It is on the way to the Salinas Grandes and in my opinion it is a mandatory stop. No matter the time of the year there is a lot of wind ...;5.0;Abra de Potrerillos Mirador a 4170msnm;attraction;Letitrima;id_417;4.7;122.0;Purmamarca;Argentina;1.0;2023.0;3;3
5101;Fascinante;Fascinating;Hermoso lugar. Todo súper conservado y serializado. Es realmente un paraíso que vale la pena hacer caminando. Es recomendable llevar agua y calzado duro e imp...;Beautiful place. All super preserved and serialized. It is really a paradise that is worth walking. It is advisable to bring water and hard shoes and imp...;5.0;Waterfall Garganta Del Diablo;attraction;Letitrima;id_417;4.3;1432.0;Tilcara;Argentina;1.0;2023.0;3;4
5102;Excelente;Excellent;Muy recomendable. La guía una genia, no solo por cómo cuenta, sino que sabe un montón. El cirio hermoso y muy bien cuidado. Es accesible caminando desde la ...;Highly recommended. The guide is a genius, not only for how she tells the story, but she knows a lot. The cirio is beautiful and very well kept. It is accessible walking from the ...;5.0;Pucara de Tilcara;attraction;Letitrima;id_417;4.4;3216.0;Tilcara;Argentina;1.0;2023.0;3;4
5103;No recomiendo;I do not recommend;1)La cama era mala muy mala , había solo una manta y pasamos frío. 2)Dice que tiene aire acondicionado pero en realidad es un calefactor que no calienta nada, ...;1)The bed was bad very bad, there was only one blanket and we were cold. 2)It says it has air conditioning but in reality it is a heater that does not heat anything, ...;2.0;Hotel El Porteno;hotel;Letitrima;id_417;2.4;24.0;Buenos Aires;Argentina;8.0;2023.0;2;2
5104;Excelente;Excellent;Lugar muy lindo en pleno San Telmo, comimos pasta que era la sugerencia del día y fue una muy buena experiencia. 10/10 Totalmente recomendable, sin dudas volv...;Very nice place in the heart of San Telmo, we ate pasta which was the suggestion of the day and it was a very good experience. 10/10 Totally recommendable, we will definitely come back....;5.0;Pedro Telmo;restaurant;Letitrima;id_417;4.2;168.0;Buenos Aires;Argentina;8.0;2023.0;3;4
5105;Mala no recomiendo.;Mala I do not recommend.;Pésimo servicio. La frecuencia es muy poca y hay pocos coches. No pudimos subir a muchos bus y terminamos tomando taxis porque en varias oportunidades quedamos...;Lousy service. The frequency is very low and there are few cars. We could not get on many buses and ended up taking cabs because on several occasions we were...;2.0;Gray Line Argentina Buenos Aires;tour;Letitrima;id_417;4.1;973.0;Buenos Aires;Argentina;8.0;2023.0;2;2
5120;Un ejemplo de un emprendimiento inteligente;An example of smart entrepreneurship;Con visita guiada que nos hizo conocer todo el circuito productivo, cabras europeas de gran producción con aprovechamiento del guano como vertilizante de los vi...;With a guided tour that made us know the whole production circuit, European goats of great production with the use of guano as a fertilizer for the vineyards.;5.0;;attraction;H1314TGcarlosa;id_418;4.2;188.0;Cafayate;Argentina;7.0;2019.0;4;4
5121;La comida demoro demasiado;The food took too long;Pedimos comidas regionales de calidad aceptable, salvo el locro de los que comí mejores, estaba frío y tuve que pedir que me lo calentara;We ordered regional meals of acceptable quality, except for the locro, which was cold and I had to ask for it to be warmed up.;3.0;Don Francesco;restaurant;H1314TGcarlosa;id_418;3.2;94.0;Cafayate;Argentina;7.0;2019.0;2;2
5122;La majestuosidad de sus dimensiones y los ecos te alucinaran;The majesty of its dimensions and the echoes will amaze you.;No puedes dejar de entrar a esta curiosidad de la naturaleza. Sus dimensionesenormes permiten que la circulen por dentro muchos vehículos simultáneamente. Proc...;You can't miss this curiosity of nature. Its enormous dimensions allow many vehicles to circulate inside it simultaneously. Proc...;5.0;El Anfiteatro;attraction;H1314TGcarlosa;id_418;4.7;929.0;Cafayate;Argentina;7.0;2019.0;5;3
5123;Una curiosidad de la naturaleza;A curiosity of nature;Tienes una entrada indicada desde la ruta y vale la pena visitar. También producto de la erosión hídrica.;There is an entrance indicated from the road and it is worth visiting. Also a product of water erosion.;4.0;La Garganta del Diablo;attraction;H1314TGcarlosa;id_418;4.6;1240.0;Cafayate;Argentina;7.0;2019.0;3;4
5124;Hospedándote aquí es como hacerlo en una casa colonial española de fin del siglo XIX;Staying here is like staying in a Spanish colonial house from the end of the 19th century.;Visitaba el norte Argentino con mis nietas y sus padres que vinieron de MS.EEUU y ya de vuelta nos hospedamos en esta vieja casona colonial hoy restaurada y ham...;I was visiting the north of Argentina with my granddaughters and their parents who came from the USA and on our return we stayed in this old colonial house which has been restored and is now...;4.0;Villa Vicuna;hotel;H1314TGcarlosa;id_418;4.4;338.0;Cafayate;Argentina;7.0;2019.0;3;2
5125;buena y pronta atención;good and prompt service;Comimos comidas tipìcas. en compañía de mis nietas, hija y yerno que me visitaron desde MS EEUU y quedaron encantados con ellas;We ate typical food in the company of my granddaughters, daughter and son-in-law who visited me from MS USA and were delighted with them.;4.0;Tierra de Colores;restaurant;H1314TGcarlosa;id_418;3.7;463.0;Purmamarca;Argentina;7.0;2019.0;4;2
5126;Hay un monolito de piedra donde dice de la altitud. No puede dejar de tomar fotos;There is a stone monolith where it says of the altitude. You can't stop taking pictures;Yendo a la Salina Grande en el punto mas alto se encuentra este monolito a modo de Apacheta con la indicación de los 4170 y de paso tomar vista lugar, el mas al...;Going to the Salina Grande at the highest point is this monolith as an Apacheta with the indication of the 4170 and to take a view of the place, the most al...;4.0;Abra de Potrerillos Mirador a 4170msnm;attraction;H1314TGcarlosa;id_418;4.7;122.0;Purmamarca;Argentina;7.0;2019.0;3;4
5127;Estando en Purmamarca circuito obligado.;Being in Purmamarca, this is an obligatory circuit.;Circuito cerrado que recorre un camino que sale y vuelve a Purmamarca. No pueden dejar de hacerlo porque es muy corto y con muy buenas vistas de estos cerros co...;Closed circuit that runs along a road that leaves and returns to Purmamarca. You can not miss it because it is very short and with very good views of these hills with a...;4.0;Paseo de los Colorados;attraction;H1314TGcarlosa;id_418;4.7;1553.0;Purmamarca;Argentina;7.0;2019.0;3;3
5128;Camino a Chile por paso de Jama;On the way to Chile through the Jama Pass;Camino obligado para cruzar a Chile y estando en Purmamarca para llegarse a la Salina Grande. Se encuentra en muy buen estado al menos hasta la salina y con se...;It is an obligatory road to cross to Chile and being in Purmamarca to get to the Salina Grande. It is in very good condition, at least up to the salt mine and with a...;4.0;Cuesta de Lipan;attraction;H1314TGcarlosa;id_418;4.8;397.0;Purmamarca;Argentina;7.0;2019.0;3;3
5129;Es un escenario increible con montañas de diversos colores y en el centro el cerro que reune todos;It is an incredible scenery with mountains of different colors and in the center of the hill that gathers all;Es un placer ver este entorno que no se puede ver en cualquier lugar. Hay hoteles para satisfacer la mayoría de los gustos. Con visitas por ejemplo a la Salina...;It is a pleasure to see this environment that cannot be seen just anywhere. There are hotels to suit most tastes. With visits for example to the Salina...;5.0;The Hill of Seven Colors;attraction;H1314TGcarlosa;id_418;4.8;3166.0;Purmamarca;Argentina;7.0;2019.0;4;3
5130;Visitar esta zona para ver el cerro de 7 colores y su entorno de montañas de diferentes colores es magestuoso;Visiting this area to see the hill of 7 colors and its environment of mountains of different colors is majestic.;"Pero ademas de de tener ese entorno encontrarnos con un Hotel Boutique como este es lo máximo. Tiene, no habitaciones, sino como le llaman ""casitas"" individual...";"But besides having this environment, finding a Boutique Hotel like this is the best. It has, not rooms, but as they call it ""casitas"" individual...";5.0;Colores De Purmamarca;hotel;H1314TGcarlosa;id_418;4.8;751.0;Purmamarca;Argentina;7.0;2019.0;4;3
5131;Hice vuelos desde Pau a París y luego de una estadia en Paris vole a Valencia;I flew from Pau to Paris and after a stay in Paris I flew to Valencia.;El vuelo fue bueno. Pero me re programaron y tuve que esperar algo mas en el aeropuerto. Me recompensaron con atenciones en el bar.;The flight was good. But I was rescheduled and had to wait some more at the airport. I was rewarded with attentions at the bar.;5.0;Air France;;H1314TGcarlosa;id_418;3.0;36931.0;Mundo;;8.0;2018.0;3;4
5132;Tucuman-S.Pablo- Frankfur-Madrid (ida) Madrid-Lima-Tucuman. Excelente servicio de a bordo, asistencia impecable;Tucuman-S.Pablo- Frankfur-Madrid (one way) Madrid-Lima-Tucuman. Excellent on board service, impeccable assistance.;Fue un viaje agradable, con buena atención del personal de los aeropuertos como del personal de a bordo. La comida buena.;It was a pleasant trip, with good attention from the airport staff as well as the onboard personnel. The food was good.;5.0;LATAM Airlines;;H1314TGcarlosa;id_418;3.5;41958.0;Mundo;;8.0;2018.0;4;4
5133;Todavía estoy disfrutando de este maravilloso lugar;I am still enjoying this wonderful place;Desde La recepción, la gentileza de todo el personal, las instalaciones de todos los block de habitaciones, las que son muy espaciosas con cuarto de baño dividi...;From the reception, the kindness of all the staff, the facilities of all the room blocks, which are very spacious, with a bathroom divided in two, to the...;4.0;Catalonia Bavaro Beach Golf And Casino Resort;hotel;H1314TGcarlosa;id_418;4.1;15644.0;República Dominicana;;5.0;2019.0;4;4
5134;solo fui a conocerlo y almorzar, no me aloje pero pude ver todo el hotel.;I only went to visit and have lunch, I didn't stay there but I could see the whole hotel.;Es un nuevo hotel el Tafi del Valle, con una ubicación única por la vista de todo el Valle Tafinisto, con un buen servicio de bar y restaurante, para los que no...;It is a new hotel in Tafi del Valle, with a unique location for the view of the entire Tafinisto Valley, with a good bar and restaurant service, for those who do not...;4.0;Waynay Killa Hotel;hotel;H1314TGcarlosa;id_418;4.1;129.0;Tafi del Valle;Argentina;2.0;2019.0;2;4
5135;No puedes dejar de visitarlo;You can't miss it;Tanto la parte interna, donde esta tanto el museo de fósiles, animales embalsamado, las muestras de mineralogías, como los sitios de información con vídeos, com...;Both the internal part, where there is the museum of fossils, embalmed animals, mineralogical samples, as well as the information sites with videos, videos, etc....;4.0;Museo Miguel Lillo De Ciencias Naturales;attraction;H1314TGcarlosa;id_418;4.6;219.0;San Miguel de Tucuman;Argentina;8.0;2018.0;2;3
5136;Los helados son uno de los mejores de Tucumán, pero así también son sus precios;The ice cream is one of the best in Tucumán, but so are the prices.;Fuimos después de cenar a tomar helados, porque sabemos que son de los mejores, estaba con bastante gente, pero fue de atención rápida, no había sitio para sen...;We went after dinner to have ice cream, because we know they are the best, it was quite crowded, but it was a quick service, there was no place to sit...;4.0;Heladerias Blue Bell;restaurant;H1314TGcarlosa;id_418;4.5;625.0;San Miguel de Tucuman;Argentina;11.0;2018.0;3;4
5137;Visitando a Ntra Sra. de Lourdes;Visiting Our Lady of Lourdes;Luego de visitar la Basilique Notre Dame Du Rosaire en Lourdes, La gruta y tambien la Catedral Nueva de S.Pedro bajo nivel que no es visitada como la basilica, ...;After visiting the Basilique Notre Dame Du Rosaire in Lourdes, the grotto and also the New Cathedral of St. Peter below level which is not visited like the basilica, ...;4.0;Bar Restaurant Le Jeanne d Arc;restaurant;H1314TGcarlosa;id_418;3.8;246.0;Lourdes;Francia;8.0;2018.0;3;2
5138;Por el precio hay muchos mejores;For the price there are many better;Nada que ver para su calificación de 3 Estrellas. no tiene secador de pelo, ventiladores ni AA en las habitaciones, Solo califica de bueno el desayuno que ofre...;Nothing to see for its 3 star rating. no hairdryer, no fans or AA in the rooms, only qualifies as good breakfast offered by the hotel, but it does not...;2.0;Hotel Miraolas;hotel;H1314TGcarlosa;id_418;3.7;182.0;Llanes;España;9.0;2018.0;4;2
5139;Noche de despedida de Madrid en un Cortijo;Farewell night in a Cortijo in Madrid;El espectáculo normal, nada del otro mundo, creo que podria ser mas variado dentro de la especialidad, muy repetitivo, pero dentro de ello aceptable. El servic...;The show was normal, nothing special, I think it could be more varied within the specialty, very repetitive, but still acceptable. The service was...;3.0;Torres Bermejas;restaurant;H1314TGcarlosa;id_418;3.8;817.0;Madrid;España;10.0;2018.0;3;3
5160;Lo mejor de Fiambala;The best of Fiambala;Una experiencia diferente y personalizada, con dos anfitriones de lujo Sol y Gaston, estas en tu casa. Desde la gestion de la reserva hasta el recibirte. Habita...;A different and personalized experience, with two luxury hosts Sol and Gaston, you are at home. From the management of the reservation to the reception. The room...;5.0;;hotel;Schygiel;id_419;4.8;98.0;Fiambala;Argentina;4.0;2022.0;4;3
5161;un must de Tilcara;a must in Tilcara;Excelente atencion , en el centro de Tilcara , cocina de autro , si o si postre torta de queso con helado de harina de api;Excellent attention, in the center of Tilcara, auto cuisine, yes or yes dessert cheese cake with api flour ice cream.;5.0;El Nuevo Progreso cocina arte;restaurant;Schygiel;id_419;4.6;1250.0;Tilcara;Argentina;9.0;2018.0;4;4
5162;sorpresa;surprise;Entramos por casualidad, pero descubrimos parte de la historia Argentina, los chicos de la entrada dado que estabamos solos nos hicieron un tour personal unos g...;We entered by chance, but we discovered part of the history of Argentina, the guys at the entrance, since we were alone, gave us a personal tour a few minutes later....;5.0;Posta de Hornillos;attraction;Schygiel;id_419;4.1;213.0;Tilcara;Argentina;9.0;2018.0;3;3
5163;un oasis;an oasis;bien centrico, para ir caminando a todos los lugares, pero como esta en una galeria interna no notas que estas en el centro de Tilcara. Atencion excelente, muy ...;Very central, to walk to all places, but as it is in an internal gallery you do not notice that you are in the center of Tilcara. Excellent attention, very ...;5.0;Gaia Habitaciones Boutique;hotel;Schygiel;id_419;4.6;87.0;Tilcara;Argentina;9.0;2018.0;3;3
5164;indescriptible;indescribable;Unico, imprescindible realizar el camino de los colorados , se puede hacer caminando o en auto, recomiendo en auto pero con mucha tranquilidad y parando a obser...;Unique, essential to make the path of the colorados, you can do it walking or by car, I recommend by car but very quietly and stopping to observe...;5.0;The Hill of Seven Colors;attraction;Schygiel;id_419;4.8;3166.0;Purmamarca;Argentina;9.0;2018.0;3;4
5165;desafiante;challenging;muy buen estado de la ruta, solo en un par de curvas deteriorado por aludes, se puede hacer en todo tipo de vehiculos, con calma y disfrutando;very good condition of the route, only in a couple of curves deteriorated by avalanches, can be done in all types of vehicles, calmly and enjoying.;5.0;Cuesta de Lipan;attraction;Schygiel;id_419;4.8;397.0;Purmamarca;Argentina;9.0;2018.0;3;4
5166;Mar de sal;Sea of salt;Tomamos la excursion a el interior de las sainas, realizada por las comunidades de la zona, no tienen mucha informacion del lugar , éro transmiten su amor al lu...;We took the excursion to the interior of the sainas, made by the communities of the area, they don't have much information about the place, but they transmit their love for the place....;5.0;Salinas Grandes;attraction;Schygiel;id_419;4.7;1684.0;Province of Jujuy;Argentina;9.0;2018.0;4;2
5167;inigualable;unmatched;Ir si o si estando en Humahuaca, 22 km de una ruta hermosa, de ripio, pero en buen estado de conservacion y mantenimiento, para aquellos que sufran de mal de a...;Go if or if being in Humahuaca, 22 km of a beautiful route, gravel, but in good condition of conservation and maintenance, for those who suffer from ailments....;5.0;Serranias Del Hornocal;attraction;Schygiel;id_419;4.9;1509.0;Humahuaca;Argentina;9.0;2018.0;3;3
5168;Hermoso;Hermoso;desde Tilcara a Humahuaca un viaje sin desperdicio, para parar en todos sus pueblitos y perderse en ellos;from Tilcara to Humahuaca a trip without waste, to stop in all its villages and get lost in them.;5.0;Quebrada de Humahuaca;attraction;Schygiel;id_419;4.7;1525.0;Humahuaca;Argentina;9.0;2018.0;3;2
5169;imperdible;not to be missed;Tomamos la visita guiada de las 11 hs , Moises el guia enamorado de su tierra y cultura, imprescindible si vas a Tilcara;We took the 11 am guided tour, Moises the guide in love with his land and culture, a must if you go to Tilcara.;5.0;Pucara de Tilcara;attraction;Schygiel;id_419;4.4;3216.0;Tilcara;Argentina;9.0;2018.0;3;3
5170;Grandioso;Great;una gran obra de ingenieria vial el camino, esta muy bien , excepto en un par de curvas que se nota sufrieron aludes, se puede transitar sin problemas, grandes ...;a great work of road engineering the road, is very well, except for a couple of curves that are noted to have suffered avalanches, you can travel without problems, great ...;5.0;Abra de Potrerillos Mirador a 4170msnm;attraction;Schygiel;id_419;4.7;122.0;Purmamarca;Argentina;9.0;2018.0;5;4
5171;preocupado;worried;Hay unos cuadros de angeles arcabuceros unicos, los mismos estan expuestos sin proteccion, de hecho tienen manchas de humedad porque se nota que cuando llueve f...;There are some unique paintings of harquebusier angels, they are exposed without protection, in fact they have moisture stains because it is noticeable that when it rains, they are...;3.0;Iglesia San Francisco de Paula;attraction;Schygiel;id_419;4.4;176.0;Uquia;Argentina;9.0;2018.0;3;2
5172;Excelente cocina tipica Jujeña;Excellent typical Jujeña cuisine;Muy buena cocina de la zona Jujeña, platos tipicos, excelente atencion, el menu degustacion de platos tipicos excelente;Very good cuisine of the Jujuy area, typical dishes, excellent service, the tasting menu of typical dishes is excellent.;4.0;Restaurante Viracocha;restaurant;Schygiel;id_419;4.3;957.0;San Salvador de Jujuy;Argentina;9.0;2018.0;4;5
5173;Cerca de todo;About all;muy bien ubicado a 300 mts de estacion de tren santa lucia. caminando se recorre toda Venecia. muy buen departamento, moderno, todas las comodidades (lavavajill...;very well located 300 mts from santa lucia train station. walking distance to all of venice. very good apartment, modern, with all the comforts (dishwasher, microwave, fridge,...;4.0;Venice Halldis Apartments;hotel;Schygiel;id_419;4.0;14.0;Venecia;Italia;5.0;2018.0;3;4
5174;optimo para viajes desde aeropuerto Ciampino;ideal for travel from Ciampino airport;Muy acogedor, excelente desayuno, muy serviciales, me deje olvidado mi telefono en el transfer desde Fiumiccino y se comunicaron con ellos y lo pude recuperar. ...;Very cozy, excellent breakfast, very helpful, I left my phone on the transfer from Fiumiccino and they communicated with them and I was able to recover it.;4.0;Casa Lollobrigida;hotel;Schygiel;id_419;4.7;321.0;Ciampino;Italia;4.0;2018.0;3;4
